apt_detail_id,apt_id,road_address,jibun_address,zip_code,code_sale_nm,code_heat_nm,total_household_cnt,total_building_cnt,highest_floor,use_approval_date,total_parking_cnt,builder_name,developer_name,manage_type,hallway_type,subway_time,subway_line,subway_station,educationfacility,geometry,created_at,updated_at,is_deleted
366,366,서울특별시 광진구 아차산로 262,서울특별시 광진구 자양동 227-7 자양더샵스타시티,05065,분양,개별난방,1177,4,58,2007-01-22,2810,posco,건국대학교,위탁관리,복도식,5분이내,"2호선, 7호선",,"초등학교(동자초,신양초) 중학교(자양중) 고등학교(자양고) 대학교(건국대학교)",,,,f
367,367,서울특별시 광진구 능동로3길 17,서울특별시 광진구 자양동 831-1 한강성원,05086,분양,개별난방,140,1,18,1997-08-08,1,성원건설,성원건설,위탁관리,복도식,5분이내,,,,,,,f
368,368,서울특별시 광진구 자양로 109,서울특별시 광진구 자양동 779-8 구의현대홈시티,05026,분양,개별난방,102,1,21,2006-08-31,166,현대건설,웨슨코리아,위탁관리,계단식,5분이내,2호선,,,,,,f
608,608,서울특별시 중랑구 양원역로 37,서울특별시 중랑구 망우동 226- 경남아파트,,분양,개별난방,250,1,1,1989-05-20,0,경남건설,경남건설,자치관리,계단식,5~10분이내,,,,,,,f
369,369,서울특별시 광진구 자양로3가길 43,서울특별시 광진구 자양동 673 현대강변,05107,분양,개별난방,208,2,13,1991-12-10,64,현대건설,현대건설,위탁관리,계단식,20분초과,"2호선, 7호선",구의,초등학교(성지초) 중학교(광양중) 고등학교(광양고) 대학교(건국대),,,,f
370,370,서울특별시 광진구 뚝섬로54길 74,서울특별시 광진구 자양동 642 자양현대5차,05109,분양,개별난방,270,3,23,1998-06-24,242,현대(주),.,위탁관리,혼합식,20분초과,"2호선, 7호선","구의역, 뚝섬유원지역",초등학교(신자초) 중학교(광양중) 고등학교(광양고) 대학교(건국대),,,,f
371,371,서울특별시 광진구 뚝섬로58길 101,서울특별시 광진구 자양동 670 자양현대3차,05106,분양,개별난방,439,2,23,1996-12-09,193,2022-11-08,자양동 연합주택조합,위탁관리,혼합식,20분초과,"2호선, 7호선",,초등학교(성자초) 중학교(광양중) 고등학교(광양고) 대학교(건국대),,,,f
372,372,서울특별시 광진구 자양번영로3길 66,서울특별시 광진구 자양동 786 자양현대6차,05091,분양,개별난방,178,1,19,1999-02-03,132,현대건설(주),현대건설(주),위탁관리,혼합식,5~10분이내,7호선,뚝섬유원지,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
373,373,서울특별시 광진구 능동로4길 78,서울특별시 광진구 자양동 793 자양우방리버파크,05095,분양,개별난방,214,3,25,2003-10-14,197,(주) 우방,자양제일은행직장주택조합외3,위탁관리,복도식,5~10분이내,7호선,,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
374,374,서울특별시 광진구 뚝섬로34길 25-19,서울특별시 광진구 자양동 792 자양현대홈타운10차,05090,분양,개별난방,245,6,17,2002-10-30,260,현대건설,현대건설,위탁관리,계단식,5~10분이내,7호선,뚝섬유원지,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
375,375,서울특별시 광진구 뚝섬로34길 67,서울특별시 광진구 자양동 854 광진트라팰리스,05096,분양,개별난방,204,2,29,2006-07-21,443,삼성물산,"재건축조합,환원건설",위탁관리,계단식,5분이내,7호선,뚝섬유원지,초등학교(신양초) 중학교(신양중) 고등학교(자양) 대학교(건국대),,,,f
376,376,서울특별시 광진구 능동로 18,서울특별시 광진구 자양동 855 이튼타워리버3차,05096,분양,개별난방,260,3,25,2007-04-17,398,인정건설(주),조합,위탁관리(직영+위탁),계단식,5분이내,"2호선, 7호선",뚝섬유원지역,초등학교(신양초등학교) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
377,377,서울특별시 광진구 뚝섬로33길 20,서울특별시 광진구 자양동 762 자양한라,05070,분양,개별난방,329,2,22,1996-08-31,221,한라건설,한라아파트,위탁관리,복도식,5~10분이내,"2호선, 7호선",뚝섬유원지,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
378,378,서울특별시 광진구 아차산로36길 39,서울특별시 광진구 자양동 783-1 자양우성7차,05067,분양,개별난방,625,5,22,1998-07-06,493,(주)우성건설,자양연합주택조합,위탁관리,혼합식,5분이내,"2호선, 7호선",,초등학교() 중학교() 고등학교() 대학교(),,,,f
379,379,서울특별시 광진구 뚝섬로33길 42,서울특별시 광진구 자양동 515-1 우성6,05070,분양,개별난방,96,1,14,1992-03-21,,우성건설,우성건설,자치관리,계단식,,,,,,,,f
380,380,서울특별시 광진구 뚝섬로56가길 28,서울특별시 광진구 자양동 672 한솔리베르,05107,분양,개별난방,185,1,25,2002-01-24,137,한솔,자양한강연합주택조합,위탁관리,복도식,20분초과,2호선,구의,초등학교(성자초) 중학교(광양중) 고등학교(광양고) 대학교(건국대),,,,f
381,381,서울특별시 광진구 능동로4길 40,서울특별시 광진구 자양동 856 이튼타워리버5차,05096,분양,개별난방,279,4,23,2009-09-15,472,인정건설,인정건설,위탁관리,계단식,5분이내,7호선,뚝섬유원,"초등학교(신양초,동점초,신자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대)",,,,f
382,382,서울특별시 광진구 뚝섬로 576,서울특별시 광진구 자양동 520-2 자양우성2차,05092,분양,개별난방,405,3,15,1989-07-22,0,우성,건국대 직장주택조합,위탁관리,혼합식,5~10분이내,"2호선, 7호선",,초등학교(신양초등학교) 고등학교(자양고등학교),,,,f
383,383,서울특별시 광진구 뚝섬로35길 32,서울특별시 광진구 자양동 516 자양우성3차,05070,분양,개별난방,464,7,15,1989-12-30,0,우성,우성,자치관리,혼합식,5~10분이내,"2호선, 7호선",건대입구,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
384,384,서울특별시 광진구 뚝섬로52길 71,서울특별시 광진구 자양동 641 자양경남,05109,분양,개별난방,232,2,19,1999-06-01,193,경남기업(주),경남,위탁관리,혼합식,20분초과,2호선,구의,초등학교(동자초) 중학교(광양중) 고등학교(광양고) 대학교(건국대),,,,f
385,385,서울특별시 광진구 구의강변로 11,서울특별시 광진구 자양동 695 자양한양,05115,분양,개별난방,444,6,12,1983-05-27,0,(주) 한양,(주) 한양,자치관리,혼합식,5~10분이내,2호선,강변,초등학교(성동초) 중학교(광진중) 고등학교(광양고) 대학교(건국대),,,,f
386,386,서울특별시 광진구 능동로4길 41,서울특별시 광진구 자양동 788 자양7차현대홈타운,05090,분양,개별난방,252,4,18,2001-05-31,213,현대건설(주),한전자양외2개조합,위탁관리,혼합식,5~10분이내,"2호선, 7호선",,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
387,387,서울특별시 광진구 자양번영로3길 65,서울특별시 광진구 자양동 787 자양동삼성아파트,05094,분양,개별난방,375,4,25,1999-04-14,193,삼성물산,자양삼성아파트재건축조합,위탁관리,혼합식,5~10분이내,7호선,자양역(뚝섬한강공원),초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
388,388,서울특별시 광진구 능동로19길 35,서울특별시 광진구 화양동 113-1 광진코지웰,,분양,개별난방,296,1,12,2014-11-03,97,포스코ICT,티알지개발전문자기관리부동산투자회사,위탁관리,복도식,,5호선,,,,,,f
389,389,서울특별시 광진구 광나루로 370,서울특별시 광진구 화양동 116-2 동도센트리움캠퍼스파크,,분양,,181,1,20,2019-09-27,0,동도건설(주),송산파트너스(주),위탁관리,복도식,10~15분이내,,,,,,,f
390,390,서울특별시 광진구 광나루로20길 17,서울특별시 광진구 화양동 530- 씨즈건대힐스,,분양,개별난방,149,1,10,2017-09-29,47,(주)신성건설,(주)무궁화신탁,위탁관리,복도식,,,,,,,,f
392,392,서울특별시 광진구 동일로24길 5,서울특별시 광진구 화양동 234 화양현대,05014,분양,개별난방,253,3,23,1999-05-20,221,현대건설(주),서평개발(주),자치관리,혼합식,10~15분이내,"2호선, 7호선",건대입구,초등학교(성수초) 대학교(건국대),,,,f
393,393,서울특별시 광진구 광나루로 361,서울특별시 광진구 군자동 360-20 광진동양파라곤,,분양,개별난방,122,3,20,2008-01-25,230,동양건설산업,효승주택,위탁관리,혼합식,5~10분이내,7호선,어린이대공원역,,,,,f
394,394,서울특별시 광진구 광나루로 369,서울특별시 광진구 군자동 503 광진We’vePark,05005,분양,기타,90,2,20,2008-09-29,,두산중공업,(주)화양시장,위탁관리,복도식,,,,"초등학교(장안초,화양초,세종초) 대학교(세종대,건국대)",,,,f
395,395,서울특별시 광진구 군자로12길 46,서울특별시 광진구 군자동 99 군자일성파크,05004,분양,개별난방,357,2,22,1996-03-09,210,일성건설,일성건설,위탁관리,복도식,5~10분이내,"5호선, 7호선",군자역/어린이대공원역,,,,,f
396,396,서울특별시 동대문구 천호대로 26,서울특별시 동대문구 신설동 96-48 신설동역 자이르네,,분양,개별난방,143,2,20,2024-11-25,261,자이에스앤디(주),에스티에스개발(주),위탁관리,계단식,,"1호선, 2호선, 우이신설선",,,,,,f
397,397,서울특별시 동대문구 난계로 242,서울특별시 동대문구 신설동 117-9 신설동 지웰홈스,02586,임대,개별난방,170,1,17,2017-11-30,143,신영건설 주식회사,(주)에이알에이신영부동산위탁관리투자회사,위탁관리,복도식,5분이내,"1호선, 2호선",신설동역,,,,,f
398,398,서울특별시 동대문구 고산자로 420,서울특별시 동대문구 용두동 26-14 힐스테이트청량리메트로블,,혼합,개별난방,288,2,0,2025-07-29,,현대건설,서원,위탁관리,계단식,,,,,,,,f
399,399,서울특별시 동대문구 청계천로 461,서울특별시 동대문구 용두동 255-49 청계한양아이클래스,02587,분양,,96,1,1,2019-02-26,86,"","",,,,"1호선, 2호선",신설동역,,,,,f
400,400,서울특별시 동대문구 고산자로32길 78,서울특별시 동대문구 용두동 39-1 청량리역 한양수자인 그라시엘,02561,분양,개별난방,1152,4,58,2023-06-02,1381,한양건설,보성산업개발(주),위탁관리,기타,5분이내,"1호선, 경의중앙선, 경춘선",,,,,,f
401,401,서울특별시 동대문구 고산자로34길 70,서울특별시 동대문구 용두동 797 청량리역해링턴플레이스,02560,혼합,개별난방,220,1,40,2023-01-30,180,효성중공업(주),(주)펜타디앤씨,위탁관리,기타,5분이내,1호선,,초등학교(답십리초등학교) 중학교(동대문중학교) 고등학교(청량정보고등학교) 대학교(서울시립대학교),,,,f
402,402,서울특별시 동대문구 한빛로 49,서울특별시 동대문구 용두동 753-9 래미안 엘리니티,02578,혼합,개별난방,1048,16,21,2022-08-30,1193,삼성물산(주),용두제6구역주택재개발정비사업조합,위탁관리,계단식,5분이내,"1호선, 2호선",,"초등학교(서울용두초등학교, 서울동명초등학교) 중학교(성일중학교) 대학교(고려대학교)",,,,f
403,403,서울특별시 동대문구 무학로 91,서울특별시 동대문구 용두동 253 e편한세상 청계 센트럴포레,02587,혼합,개별난방,823,8,27,2021-11-25,1112,DL E&C,용두5구역주택재개발정비사업조합,위탁관리,혼합식,5~10분이내,"1호선, 2호선",,,,,,f
404,404,서울특별시 동대문구 왕산로 86,서울특별시 동대문구 용두동 104-3 동대문푸르지오시티,02585,분양,개별난방,299,1,24,2016-09-09,450,대우건설(주),주)기민물산,위탁관리,복도식,5분이내,1호선,제기역,,,,,f
405,405,서울특별시 동대문구 한빛로 73,서울특별시 동대문구 용두동 794 용두 롯데 캐슬리치 아파트,02577,혼합,개별난방,311,5,20,2015-03-13,337,롯데건설(주),용두4구역재개발조합,위탁관리,혼합식,5분이내,1호선,제기동역 1번출구,"초등학교(안암초등학교, 청량초등학교) 중학교(대광중학교, 용문중학교, 성신여중) 고등학교(대광고등학교, 용문고등학교, 성신여고) 대학교(성신여대, 고려대)",,,,f
406,406,서울특별시 동대문구 정릉천동로 16,서울특별시 동대문구 용두동 791 용두두산위브,02590,분양,개별난방,338,6,25,2009-06-18,395,두산건설,두산건설,위탁관리,계단식,5분이내,"1호선, 2호선",,,,,,f
407,407,서울특별시 동대문구 정릉천동로 58,서울특별시 동대문구 용두동 790 용두롯데캐슬피렌체,02566,분양,개별난방,435,4,14,2009-02-05,426,롯데건설,용두5구역,위탁관리,혼합식,5분이내,"1호선, 2호선",제기동,"초등학교(용두초교) 중학교(성일중) 고등학교(대광고) 대학교(고려대학교,경희대학교)",,,,f
408,408,서울특별시 동대문구 무학로26길 30,서울특별시 동대문구 용두동 779 용두신동아,02588,분양,개별난방,772,5,17,1994-10-14,178,신동아건설,신동아건설,위탁관리,혼합식,15~20분이내,"1호선, 2호선",동대문구청,초등학교(용두초등학교) 중학교(숭인중학교) 고등학교(대광고등학교) 대학교(),,,,f
409,409,서울특별시 동대문구 정릉천동로 36,서울특별시 동대문구 용두동 792 래미안허브리츠,02567,분양,개별난방,844,10,20,2011-04-28,1208,삼성물산,용두1구역 주택재개발사업,위탁관리,기타,5분이내,"1호선, 2호선",,,,,,f
410,410,서울특별시 동대문구 고산자로29길 18,서울특별시 동대문구 용두동 792-1 래미안용두1차,02567,임대,개별난방,210,1,18,2011-04-28,215,삼성건설,용두1구역 주택재개발조합,위탁관리,복도식,5분이내,1호선,제기역,초등학교(용두) 중학교(답십리),,,,f
411,411,서울특별시 동대문구 고산자로 568,서울특별시 동대문구 제기동 136-3 리스트안암,,임대,중앙난방,299,1,18,2024-08-19,122,(주)대원,(주)브이인마크청년주택위탁관리부동산투자회사,위탁관리,복도식,5분이내,6호선,고려대역,,,,,f
